   FROM CHEASE,SI UNITS,COCOS=2, IP,B0>020260925   3 513 513
 1.361945010E+00 2.443413960E+00 8.500000240E-01 1.427304047E-01-6.323755147E-03
 9.430445796E-01-6.323755147E-03-6.864468261E-02 0.000000000E+00 -4.87488985E-01
 7.440705163E+05-6.864468261E-02 0.000000000E+00 9.430445796E-01 0.000000000E+00
-1.775010060E-03-1.969296630E-03-2.165497845E-03-2.363579900E-03-2.563503814E-03
-2.765228650E-03-2.968712282E-03-3.173910058E-03-3.380775301E-03-3.589259279E-03
-3.799310988E-03-4.010878799E-03-4.223910417E-03-4.438354068E-03-4.654163243E-03
-4.871298312E-03-5.089724502E-03-5.309427902E-03-5.530417620E-03-5.752706800E-03
-5.976307985E-03-6.201234110E-03-6.427497967E-03-6.655107627E-03-6.884062980E-03
-7.114361812E-03-7.346000483E-03-7.578969327E-03-7.813254986E-03-8.048843521E-03
-8.285718476E-03-8.523857942E-03-8.763238053E-03-9.003834986E-03-9.245626205E-03
-9.488591371E-03-9.732710529E-03-9.977963554E-03-1.022433222E-02-1.047180296E-02
-1.072036374E-02-1.097000222E-02-1.122070658E-02-1.147246871E-02-1.172528351E-02
-1.197914608E-02-1.223405122E-02-1.248999493E-02-1.274697638E-02-1.300499592E-02
-1.326405382E-02-1.352415044E-02-1.378528740E-02-1.404746872E-02-1.431069890E-02
-1.457498228E-02-1.484032358E-02-1.510672908E-02-1.537420698E-02-1.564276594E-02
-1.591241444E-02-1.618316109E-02-1.645501591E-02-1.672799080E-02-1.700209826E-02
-1.727735081E-02-1.755376100E-02-1.783134156E-02-1.811010555E-02-1.839006634E-02
-1.867123743E-02-1.895363249E-02-1.923726532E-02-1.952214978E-02-1.980829912E-02
-2.009572648E-02-2.038444528E-02-2.067446935E-02-2.096581260E-02-2.125848704E-02
-2.155250243E-02-2.184786846E-02-2.214459544E-02-2.244269436E-02-2.274217552E-02
-2.304304404E-02-2.334530119E-02-2.364894780E-02-2.395398497E-02-2.426041454E-02
-2.456823701E-02-2.487744476E-02-2.518802278E-02-2.549995481E-02-2.581322508E-02
-2.612781809E-02-2.644371639E-02-2.676089666E-02-2.707933253E-02-2.739899751E-02
-2.771986558E-02-2.804191116E-02-2.836510781E-02-2.868942492E-02-2.901482953E-02
-2.934128909E-02-2.966877151E-02-2.999724494E-02-3.032667706E-02-3.065703263E-02
-3.098827413E-02-3.132036392E-02-3.165326466E-02-3.198693921E-02-3.232135028E-02
-3.265645865E-02-3.299222303E-02-3.332860189E-02-3.366555330E-02-3.400303393E-02
-3.434099981E-02-3.467940568E-02-3.501820224E-02-3.535733750E-02-3.569675838E-02
-3.603641004E-02-3.637623630E-02-3.671617879E-02-3.705617081E-02-3.739613725E-02
-3.773600249E-02-3.807569057E-02-3.841512453E-02-3.875423284E-02-3.909294781E-02
-3.943119983E-02-3.976891928E-02-4.010603667E-02-4.044248154E-02-4.077818522E-02
-4.111308149E-02-4.144710410E-02-4.178018986E-02-4.211227981E-02-4.244331844E-02
-4.277325313E-02-4.310203416E-02-4.342962117E-02-4.375598236E-02-4.408108823E-02
-4.440491116E-02-4.472742795E-02-4.504862217E-02-4.536848084E-02-4.568699399E-02
-4.600415515E-02-4.631995852E-02-4.663439599E-02-4.694745633E-02-4.725910691E-02
-4.756929041E-02-4.787794443E-02-4.818500306E-02-4.849039941E-02-4.879406751E-02
-4.909594310E-02-4.939596447E-02-4.969407211E-02-4.999020636E-02-5.028430738E-02
-5.057631528E-02-5.086616924E-02-5.115380709E-02-5.143916387E-02-5.172217226E-02
-5.200276706E-02-5.228088693E-02-5.255648830E-02-5.282954584E-02-5.310003571E-02
-5.336793614E-02-5.363322410E-02-5.389586996E-02-5.415584124E-02-5.441310413E-02
-5.466762194E-02-5.491935694E-02-5.516827193E-02-5.541432808E-02-5.565748536E-02
-5.589770278E-02-5.613493857E-02-5.636915134E-02-5.660030273E-02-5.682836129E-02
-5.705330160E-02-5.727510053E-02-5.749373574E-02-5.770918437E-02-5.792142141E-02
-5.813042114E-02-5.833616173E-02-5.853862426E-02-5.873778859E-02-5.893363225E-02
-5.912612991E-02-5.931525420E-02-5.950097628E-02-5.968327183E-02-5.986212514E-02
-6.003752331E-02-6.020945352E-02-6.037790206E-02-6.054285381E-02-6.070429087E-02
-6.086219462E-02-6.101655067E-02-6.116735294E-02-6.131460972E-02-6.145834723E-02
-6.159857165E-02-6.173520859E-02-6.186816776E-02-6.199740990E-02-6.212296562E-02
-6.224491917E-02-6.236337317E-02-6.247831016E-02-6.258946443E-02-6.269667232E-02
-6.280048101E-02-6.290096619E-02-6.299690091E-02-6.308774531E-02-6.317562148E-02
-6.326290998E-02-6.334970645E-02-6.343086533E-02-6.350201234E-02-6.356606922E-02
-6.362893164E-02-6.369348077E-02-6.375741789E-02-6.381535303E-02-6.386675116E-02
-6.391368346E-02-6.395722331E-02-6.399769174E-02-6.403458939E-02-6.406735171E-02
-6.409592374E-02-6.412060682E-02-6.414163246E-02-6.415901545E-02-6.417274235E-02
-6.418278033E-02-6.418904107E-02-6.419140854E-02-6.418975278E-02-6.418399273E-02
-6.417413512E-02-6.416028330E-02-6.414259923E-02-6.412116622E-02-6.409591496E-02
-6.406672523E-02-6.403350259E-02-6.399621456E-02-6.395488508E-02-6.390956797E-02
-6.386027353E-02-6.380695871E-02-6.374960775E-02-6.368823522E-02-6.362285262E-02
-6.355344866E-02-6.347998806E-02-6.340244145E-02-6.332078939E-02-6.323500619E-02
-6.314507659E-02-6.305099796E-02-6.295276319E-02-6.285035033E-02-6.274371974E-02
-6.263282299E-02-6.251761979E-02-6.239809825E-02-6.227427728E-02-6.214617947E-02
-6.201382382E-02-6.187723659E-02-6.173644240E-02-6.159144876E-02-6.144224135E-02
-6.128878921E-02-6.113105547E-02-6.096901019E-02-6.080263643E-02-6.063193336E-02
-6.045691235E-02-6.027759141E-02-6.009398455E-02-5.990609114E-02-5.971389161E-02
-5.951735009E-02-5.931642200E-02-5.911106050E-02-5.890122519E-02-5.868688914E-02
-5.846803704E-02-5.824466531E-02-5.801677801E-02-5.778438552E-02-5.754750418E-02
-5.730615494E-02-5.706036148E-02-5.681014816E-02-5.655553957E-02-5.629656109E-02
-5.603323939E-02-5.576560106E-02-5.549367127E-02-5.521747280E-02-5.493702639E-02
-5.465235311E-02-5.436347459E-02-5.407041245E-02-5.377318782E-02-5.347182221E-02
-5.316633857E-02-5.285676072E-02-5.254311267E-02-5.222541852E-02-5.190370276E-02
-5.157799117E-02-5.124831042E-02-5.091468746E-02-5.057714924E-02-5.023572319E-02
-4.989043770E-02-4.954132199E-02-4.918840562E-02-4.883171831E-02-4.847129006E-02
-4.810715133E-02-4.773933295E-02-4.736786593E-02-4.699278138E-02-4.661411063E-02
-4.623188519E-02-4.584613679E-02-4.545689730E-02-4.506419883E-02-4.466807370E-02
-4.426855458E-02-4.386567450E-02-4.345946723E-02-4.304996754E-02-4.263721045E-02
-4.222123122E-02-4.180206540E-02-4.137974872E-02-4.095431689E-02-4.052580551E-02
-4.009425023E-02-3.965968691E-02-3.922215144E-02-3.878167947E-02-3.833830641E-02
-3.789206781E-02-3.744299932E-02-3.699113623E-02-3.653651315E-02-3.607916462E-02
-3.561912534E-02-3.515642962E-02-3.469111051E-02-3.422320061E-02-3.375273279E-02
-3.327973950E-02-3.280425124E-02-3.232629732E-02-3.184590710E-02-3.136310934E-02
-3.087792999E-02-3.039039283E-02-2.990052151E-02-2.940833864E-02-2.891386234E-02
-2.841710725E-02-2.791808765E-02-2.741681566E-02-2.691329622E-02-2.640753010E-02
-2.589951741E-02-2.538925279E-02-2.487672000E-02-2.436189902E-02-2.384476722E-02
-2.332528867E-02-2.280341497E-02-2.227909493E-02-2.175226895E-02-2.122286169E-02
-2.069079234E-02-2.015597516E-02-1.961831169E-02-1.907769708E-02-1.853402201E-02
-1.798716571E-02-1.743700083E-02-1.688339438E-02-1.632620217E-02-1.576527414E-02
-1.520045233E-02-1.463156846E-02-1.405844791E-02-1.348090465E-02-1.289874398E-02
-1.231175952E-02-1.171973178E-02-1.112242785E-02-1.051959699E-02-9.910969980E-03
-9.296251533E-03-8.675118740E-03-8.047220021E-03-7.412196605E-03-6.769678509E-03
-6.119318755E-03-5.461050954E-03-4.795264062E-03-4.122531090E-03-3.443216086E-03
-2.757739856E-03-2.066872996E-03-1.371777730E-03-6.738225574E-04 2.561989910E-05
 7.253571730E-04 1.425119189E-03 2.124940804E-03 2.824832219E-03 3.524791949E-03
 4.224820027E-03 4.924916763E-03 5.625082320E-03 6.325316818E-03 7.025620342E-03
 7.725992956E-03 8.426434725E-03 9.126945708E-03 9.827525888E-03 1.052817501E-02
 1.122889273E-02 1.192967869E-02 1.263053255E-02 1.333145395E-02 1.403244253E-02
 1.473349790E-02 1.543461967E-02 1.613580737E-02 1.683706048E-02 1.753837851E-02
 1.823976099E-02 1.894120741E-02 1.964271728E-02 2.034429003E-02 2.104592537E-02
 2.174762475E-02 2.244937919E-02 5.401019501E-03 5.228932813E-03 5.056794227E-03
 4.884594935E-03 4.712335780E-03 4.540015962E-03 4.367634467E-03 4.195190390E-03
 4.022682872E-03 3.850111092E-03 3.677474279E-03 3.504771709E-03 3.332002713E-03
 3.159166672E-03 2.986263028E-03 2.813291277E-03 2.640250981E-03 2.467141765E-03
 2.293963325E-03 2.120715424E-03 1.947397905E-03 1.774010689E-03 1.600553782E-03
 1.427027276E-03 1.253431358E-03 1.079766319E-03 9.060325573E-04 7.322307139E-04
 5.583616148E-04 3.844224208E-04 2.104141164E-04 3.643864317E-05-1.376684819E-04
-3.135255346E-04-4.916272045E-04-6.718990945E-04-8.542857452E-04-1.038753872E-03
-1.225272185E-03-1.413813587E-03-1.604356110E-03-1.796880176E-03-1.991363761E-03
-2.187779003E-03-2.386090824E-03-2.586259741E-03-2.788244598E-03-2.992003054E-03
-3.197490101E-03-3.404658898E-03-3.613460436E-03-3.823843619E-03-4.035756620E-03
-4.249146836E-03-4.463962352E-03-4.680157099E-03-4.897691454E-03-5.116531378E-03
-5.336665786E-03-5.558104417E-03-5.780859995E-03-6.004944778E-03-6.230371388E-03
-6.457152057E-03-6.685293662E-03-6.914795427E-03-7.145654940E-03-7.377868099E-03
-7.611424585E-03-7.846311027E-03-8.082513736E-03-8.320016248E-03-8.558796927E-03
-8.798832593E-03-9.040100275E-03-9.282578520E-03-9.526247861E-03-9.771088952E-03
-1.001708230E-02-1.026421062E-02-1.051246114E-02-1.076182232E-02-1.101228224E-02
-1.126382963E-02-1.151645676E-02-1.177015809E-02-1.202492803E-02-1.228076077E-02
-1.253765195E-02-1.279560036E-02-1.305460617E-02-1.331466969E-02-1.357579129E-02
-1.383797284E-02-1.410121840E-02-1.436553245E-02-1.463091938E-02-1.489738375E-02
-1.516493124E-02-1.543356913E-02-1.570330490E-02-1.597414586E-02-1.624609946E-02
-1.651917439E-02-1.679338075E-02-1.706872893E-02-1.734522922E-02-1.762289195E-02
-1.790172832E-02-1.818175076E-02-1.846297212E-02-1.874540528E-02-1.902906328E-02
-1.931395923E-02-1.960010577E-02-1.988751454E-02-2.017619713E-02-2.046616531E-02
-2.075743126E-02-2.105000730E-02-2.134390366E-02-2.163912867E-02-2.193569073E-02
-2.223359882E-02-2.253286254E-02-2.283349011E-02-2.313548391E-02-2.343884346E-02
-2.374356881E-02-2.404966085E-02-2.435712111E-02-2.466594895E-02-2.497613656E-02
-2.528767289E-02-2.560054717E-02-2.591474951E-02-2.623026998E-02-2.654709356E-02
-2.686519714E-02-2.718455529E-02-2.750514286E-02-2.782693465E-02-2.814990488E-02
-2.847402598E-02-2.879926596E-02-2.912559110E-02-2.945296797E-02-2.978136354E-02
-3.011074497E-02-3.044107867E-02-3.077232824E-02-3.110445584E-02-3.143742367E-02
-3.177119414E-02-3.210572995E-02-3.244099346E-02-3.277694471E-02-3.311354212E-02
-3.345074397E-02-3.378850876E-02-3.412679521E-02-3.446556209E-02-3.480476665E-02
-3.514436349E-02-3.548430536E-02-3.582454483E-02-3.616503404E-02-3.650572245E-02
-3.684655681E-02-3.718748067E-02-3.752843526E-02-3.786936056E-02-3.821019314E-02
-3.855086004E-02-3.889128423E-02-3.923138764E-02-3.957109036E-02-3.991031473E-02
-4.024899098E-02-4.058704930E-02-4.092441934E-02-4.126103049E-02-4.159681050E-02
-4.193168814E-02-4.226559571E-02-4.259846651E-02-4.293023679E-02-4.326084726E-02
-4.359024180E-02-4.391836706E-02-4.424517293E-02-4.457061976E-02-4.489467741E-02
-4.521731812E-02-4.553851572E-02-4.585824887E-02-4.617650332E-02-4.649326860E-02
-4.680853783E-02-4.712230712E-02-4.743457189E-02-4.774532548E-02-4.805455438E-02
-4.836221630E-02-4.866825089E-02-4.897259451E-02-4.927518026E-02-4.957594126E-02
-4.987481200E-02-5.017172926E-02-5.046663273E-02-5.075946276E-02-5.105015924E-02
-5.133866234E-02-5.162491253E-02-5.190884963E-02-5.219041080E-02-5.246952910E-02
-5.274613827E-02-5.302017532E-02-5.329159157E-02-5.356036263E-02-5.382646822E-02
-5.408988909E-02-5.435060384E-02-5.460858387E-02-5.486379694E-02-5.511621029E-02
-5.536579084E-02-5.561250537E-02-5.585631890E-02-5.609719238E-02-5.633508506E-02
-5.656995517E-02-5.680176168E-02-5.703046809E-02-5.725604282E-02-5.747845812E-02
-5.769768907E-02-5.791371224E-02-5.812650472E-02-5.833604406E-02-5.854231065E-02
-5.874528652E-02-5.894495346E-02-5.914129140E-02-5.933427804E-02-5.952388810E-02
-5.971009534E-02-5.989287723E-02-6.007221418E-02-6.024808967E-02-6.042048894E-02
-6.058939790E-02-6.075480146E-02-6.091668392E-02-6.107503169E-02-6.122983488E-02
-6.138108258E-02-6.152876660E-02-6.167289183E-02-6.181348219E-02-6.195054583E-02
-6.208401110E-02-6.221378899E-02-6.233984494E-02-6.246221485E-02-6.258098789E-02
-6.269626414E-02-6.280799739E-02-6.291589993E-02-6.301991081E-02-6.312061154E-02
-6.321778963E-02-6.331008240E-02-6.339771725E-02-6.348316516E-02-6.356846910E-02
-6.365190817E-02-6.372751446E-02-6.379342806E-02-6.385499594E-02-6.391713559E-02
-6.398054212E-02-6.404044460E-02-6.409333541E-02-6.414092918E-02-6.418480293E-02
-6.422557689E-02-6.426301695E-02-6.429647009E-02-6.432570839E-02-6.435096426E-02
-6.437253776E-02-6.439047500E-02-6.440476235E-02-6.441537465E-02-6.442222839E-02
-6.442520947E-02-6.442418367E-02-6.441906337E-02-6.440985189E-02-6.439665438E-02
-6.437963569E-02-6.435887385E-02-6.433429190E-02-6.430576773E-02-6.427321126E-02
-6.423659932E-02-6.419596498E-02-6.415136179E-02-6.410278079E-02-6.405018239E-02
-6.399356092E-02-6.393293462E-02-6.386830843E-02-6.379966052E-02-6.372695411E-02
-6.365016542E-02-6.356927164E-02-6.348425011E-02-6.339509364E-02-6.330179910E-02
-6.320435212E-02-6.310271850E-02-6.299685054E-02-6.288670108E-02-6.277224782E-02
-6.265350202E-02-6.253048956E-02-6.240322893E-02-6.227174407E-02-6.213605983E-02
-6.199618728E-02-6.185211528E-02-6.170381445E-02-6.155124680E-02-6.139437881E-02
-6.123318965E-02-6.106767674E-02-6.089785207E-02-6.072373459E-02-6.054533704E-02
-6.036265403E-02-6.017565951E-02-5.998431323E-02-5.978856848E-02-5.958837787E-02
-5.938370121E-02-5.917451021E-02-5.896078917E-02-5.874253585E-02-5.851975631E-02
-5.829246242E-02-5.806066945E-02-5.782439603E-02-5.758366413E-02-5.733849804E-02
-5.708892244E-02-5.683496121E-02-5.657663753E-02-5.631397452E-02-5.604699529E-02
-5.577572062E-02-5.550016928E-02-5.522035914E-02-5.493630866E-02-5.464803778E-02
-5.435556724E-02-5.405891777E-02-5.375810987E-02-5.345316461E-02-5.314410466E-02
-5.283095381E-02-5.251373604E-02-5.219247534E-02-5.186719621E-02-5.153792445E-02
-5.120468682E-02-5.086751040E-02-5.052642252E-02-5.018145109E-02-4.983262499E-02
-4.947997378E-02-4.912352731E-02-4.876331563E-02-4.839936905E-02-4.803171830E-02
-4.766039447E-02-4.728542891E-02-4.690685315E-02-4.652469892E-02-4.613899812E-02
-4.574978300E-02-4.535708623E-02-4.496094094E-02-4.456138131E-02-4.415844213E-02
-4.375215854E-02-4.334256602E-02-4.292970026E-02-4.251359693E-02-4.209429180E-02
-4.167182080E-02-4.124622004E-02-4.081752559E-02-4.038577345E-02-3.995099974E-02
-3.951324076E-02-3.907253277E-02-3.862891169E-02-3.818241336E-02-3.773307377E-02
-3.728092895E-02-3.682601437E-02-3.636836495E-02-3.590801573E-02-3.544500199E-02
-3.497935826E-02-3.451111787E-02-3.404031405E-02-3.356698013E-02-3.309114843E-02
-3.261284933E-02-3.213211257E-02-3.164896796E-02-3.116344392E-02-3.067556560E-02
-3.018535679E-02-2.969284119E-02-2.919804020E-02-2.870097013E-02-2.820164532E-02
-2.770007969E-02-2.719628280E-02-2.669025687E-02-2.618200209E-02-2.567151704E-02
-2.515879128E-02-2.464380544E-02-2.412653842E-02-2.360696283E-02-2.308503505E-02
-2.256070415E-02-2.203391588E-02-2.150460230E-02-2.097268341E-02-2.043807600E-02
-1.990068775E-02-1.936041486E-02-1.881714976E-02-1.827077700E-02-1.772117048E-02
-1.716819959E-02-1.661172465E-02-1.605159651E-02-1.548766081E-02-1.491975258E-02
-1.434769907E-02-1.377131893E-02-1.319041957E-02-1.260479985E-02-1.201424447E-02
-1.141852665E-02-1.081740240E-02-1.021061106E-02-9.597867870E-03-8.978862908E-03
-8.353253921E-03-7.720681498E-03-7.080780772E-03-6.433177650E-03-5.777619511E-03
-5.114295039E-03-4.443744389E-03-3.766453217E-03-3.082758676E-03-2.393253671E-03
-1.698930942E-03-1.001102914E-03-3.011782059E-04 3.995283010E-04 1.100287212E-03
 1.801076596E-03 2.501932764E-03 3.202854303E-03 3.903840156E-03 4.604890576E-03
 5.306005727E-03 6.007185636E-03 6.708430087E-03 7.409738771E-03 8.111111380E-03
 8.812547611E-03 9.514047157E-03 1.021560969E-02 1.091723488E-02 1.161892236E-02
 1.232067165E-02 1.302248229E-02 1.372435382E-02 1.442628578E-02 1.512827772E-02
 1.583032917E-02 1.653243969E-02 1.723460881E-02 1.793683594E-02 1.863912045E-02
 1.934146170E-02 2.004385901E-02 2.074631198E-02 2.144882180E-02 2.215138049E-02
 5.369772191E-03 5.197933149E-03 5.026047789E-03 4.854107983E-03 4.682114159E-03
 4.510065285E-03 4.337960131E-03 4.165797558E-03 3.993576461E-03 3.821295765E-03
 3.648954427E-03 3.476551441E-03 3.304085839E-03 3.131556694E-03 2.958963122E-03
 2.786304284E-03 2.613579390E-03 2.440787703E-03 2.267928539E-03 2.095001277E-03
 1.922005357E-03 1.748940282E-03 1.575805626E-03 1.402601030E-03 1.229326213E-03
 1.055980965E-03 8.825651564E-04 7.090788712E-04 5.355221748E-04 3.618917687E-04
 1.881928156E-04 1.451526004E-05-1.594063948E-04-3.352434855E-04-5.133649434E-04
-6.936671909E-04-8.761010847E-04-1.060634303E-03-1.247235619E-03-1.435878281E-03
-1.626540400E-03-1.819201976E-03-2.013839856E-03-2.210424968E-03-2.408920945E-03
-2.609287631E-03-2.811483353E-03-3.015465157E-03-3.221187342E-03-3.428602542E-03
-3.637661135E-03-3.848311761E-03-4.060502600E-03-4.274181190E-03-4.489296123E-03
-4.705802547E-03-4.923661602E-03-5.142841074E-03-5.363333579E-03-5.585149994E-03
-5.808303103E-03-6.032804950E-03-6.258667764E-03-6.485903049E-03-6.714516206E-03
-6.944505484E-03-7.175867770E-03-7.408598001E-03-7.642684962E-03-7.878114947E-03
-8.114873967E-03-8.352944859E-03-8.592305618E-03-8.832933050E-03-9.074804398E-03
-9.317898781E-03-9.562197446E-03-9.807681845E-03-1.005433348E-02-1.030213653E-02
-1.055107955E-02-1.080115207E-02-1.105234306E-02-1.130464222E-02-1.155804285E-02
-1.181253999E-02-1.206812855E-02-1.232480329E-02-1.258256072E-02-1.284140013E-02
-1.310132149E-02-1.336232449E-02-1.362440887E-02-1.388757612E-02-1.415182966E-02
-1.441717336E-02-1.468361149E-02-1.495114867E-02-1.521979075E-02-1.548954499E-02
-1.576041877E-02-1.603241935E-02-1.630555412E-02-1.657983118E-02-1.685525956E-02
-1.713184845E-02-1.740960683E-02-1.768854369E-02-1.796866869E-02-1.824999226E-02
-1.853252493E-02-1.881627718E-02-1.910125950E-02-1.938748293E-02-1.967495894E-02
-1.996369840E-02-2.025371215E-02-2.054501120E-02-2.083760687E-02-2.113150994E-02
-2.142672838E-02-2.172326854E-02-2.202113694E-02-2.232034067E-02-2.262088766E-02
-2.292278390E-02-2.322602924E-02-2.353062152E-02-2.383655911E-02-2.414384130E-02
-2.445246780E-02-2.476243504E-02-2.507373284E-02-2.538634959E-02-2.570027438E-02
-2.601549714E-02-2.633200810E-02-2.664979427E-02-2.696883722E-02-2.728911761E-02
-2.761061670E-02-2.793331446E-02-2.825718709E-02-2.858220734E-02-2.890834385E-02
-2.923556403E-02-2.956383480E-02-2.989312275E-02-3.022339450E-02-3.055461524E-02
-3.088674689E-02-3.121975046E-02-3.155358717E-02-3.188821858E-02-3.222360695E-02
-3.255971406E-02-3.289649910E-02-3.323392008E-02-3.357193516E-02-3.391050276E-02
-3.424958163E-02-3.458913018E-02-3.492910499E-02-3.526946135E-02-3.561015456E-02
-3.595114027E-02-3.629237408E-02-3.663381015E-02-3.697540017E-02-3.731709438E-02
-3.765884145E-02-3.800058714E-02-3.834227549E-02-3.868384849E-02-3.902524601E-02
-3.936640491E-02-3.970725442E-02-4.004771539E-02-4.038770810E-02-4.072715224E-02
-4.106596725E-02-4.140407928E-02-4.174141683E-02-4.207790740E-02-4.241347892E-02
-4.274805891E-02-4.308157531E-02-4.341395932E-02-4.374514306E-02-4.407506096E-02
-4.440365271E-02-4.473086230E-02-4.505663680E-02-4.538092663E-02-4.570369276E-02
-4.602490612E-02-4.634454014E-02-4.666257025E-02-4.697897776E-02-4.729375139E-02
-4.760688381E-02-4.791837098E-02-4.822821110E-02-4.853640054E-02-4.884293387E-02
-4.914779245E-02-4.945092553E-02-4.975227138E-02-5.005176554E-02-5.034934095E-02
-5.064493061E-02-5.093846912E-02-5.122989430E-02-5.151914666E-02-5.180616749E-02
-5.209089838E-02-5.237328067E-02-5.265325442E-02-5.293075732E-02-5.320572302E-02
-5.347808536E-02-5.374778291E-02-5.401476473E-02-5.427900485E-02-5.454048353E-02
-5.479918171E-02-5.505507927E-02-5.530815077E-02-5.555836879E-02-5.580570492E-02
-5.605012738E-02-5.629160264E-02-5.653009505E-02-5.676556507E-02-5.699797425E-02
-5.722728637E-02-5.745346534E-02-5.767647604E-02-5.789628707E-02-5.811287066E-02
-5.832620211E-02-5.853626154E-02-5.874303348E-02-5.894650130E-02-5.914664640E-02
-5.934345004E-02-5.953689213E-02-5.972695068E-02-5.991360508E-02-6.009683704E-02
-6.027662747E-02-6.045295536E-02-6.062580129E-02-6.079514835E-02-6.096098073E-02
-6.112328477E-02-6.128205255E-02-6.143727714E-02-6.158894925E-02-6.173705666E-02
-6.188158873E-02-6.202254664E-02-6.215995166E-02-6.229381667E-02-6.242408053E-02
-6.255065714E-02-6.267351029E-02-6.279267715E-02-6.290825153E-02-6.302032884E-02
-6.312882865E-02-6.323345380E-02-6.333427381E-02-6.343183306E-02-6.352560229E-02
-6.361427623E-02-6.369890943E-02-6.378214393E-02-6.386526477E-02-6.394438798E-02
-6.401412558E-02-6.407592715E-02-6.413595831E-02-6.419755483E-02-6.425844686E-02
-6.431325424E-02-6.436179044E-02-6.440607577E-02-6.444710770E-02-6.448499172E-02
-6.451909338E-02-6.454899724E-02-6.457483137E-02-6.459693661E-02-6.461540956E-02
-6.463023983E-02-6.464140660E-02-6.464883310E-02-6.465240734E-02-6.465199150E-02
-6.464749138E-02-6.463890667E-02-6.462634438E-02-6.460997207E-02-6.458986159E-02
-6.456592812E-02-6.453804815E-02-6.450613745E-02-6.447018290E-02-6.443022641E-02
-6.438631660E-02-6.433842738E-02-6.428652624E-02-6.423061741E-02-6.417071844E-02
-6.410682613E-02-6.403890909E-02-6.396693443E-02-6.389088135E-02-6.381072393E-02
-6.372644623E-02-6.363804568E-02-6.354551440E-02-6.344882681E-02-6.334793885E-02
-6.324279971E-02-6.313337555E-02-6.301966663E-02-6.290169923E-02-6.277949387E-02
-6.265307398E-02-6.252246566E-02-6.238768274E-02-6.224871540E-02-6.210553451E-02
-6.195810183E-02-6.180638318E-02-6.165035675E-02-6.149001790E-02-6.132537606E-02
-6.115644839E-02-6.098324653E-02-6.080576332E-02-6.062396922E-02-6.043781894E-02
-6.024726020E-02-6.005224294E-02-5.985272851E-02-5.964869105E-02-5.944011710E-02
-5.922700358E-02-5.900935509E-02-5.878718356E-02-5.856050564E-02-5.832934083E-02
-5.809370945E-02-5.785363233E-02-5.760913151E-02-5.736023023E-02-5.710695124E-02
-5.684931533E-02-5.658734040E-02-5.632104275E-02-5.605043939E-02-5.577554782E-02
-5.549638523E-02-5.521296844E-02-5.492531500E-02-5.463344417E-02-5.433737613E-02
-5.403713117E-02-5.373272963E-02-5.342419258E-02-5.311154272E-02-5.279480377E-02
-5.247399956E-02-5.214915412E-02-5.182029221E-02-5.148744011E-02-5.115062505E-02
-5.080987448E-02-5.046521605E-02-5.011667806E-02-4.976428986E-02-4.940808130E-02
-4.904808247E-02-4.868432371E-02-4.831683580E-02-4.794564993E-02-4.757079760E-02
-4.719231063E-02-4.681022126E-02-4.642456211E-02-4.603536657E-02-4.564266903E-02
-4.524650434E-02-4.484690772E-02-4.444391460E-02-4.403756060E-02-4.362788148E-02
-4.321491319E-02-4.279869177E-02-4.237925334E-02-4.195663411E-02-4.153087056E-02
-4.110199923E-02-4.067005659E-02-4.023507908E-02-3.979710333E-02-3.935616609E-02
-3.891230401E-02-3.846555336E-02-3.801595049E-02-3.756353196E-02-3.710833434E-02
-3.665039349E-02-3.618974497E-02-3.572642458E-02-3.526046799E-02-3.479190975E-02
-3.432078364E-02-3.384712357E-02-3.337096323E-02-3.289233471E-02-3.241126834E-02
-3.192779418E-02-3.144194205E-02-3.095373935E-02-3.046321053E-02-2.997037947E-02
-2.947526950E-02-2.897789999E-02-2.847828581E-02-2.797644109E-02-2.747237852E-02
-2.696610403E-02-2.645761799E-02-2.594691995E-02-2.543400532E-02-2.491885815E-02
-2.440145724E-02-2.388177938E-02-2.335978948E-02-2.283543815E-02-2.230867240E-02
-2.177943215E-02-2.124764113E-02-2.071321641E-02-2.017607077E-02-1.963610430E-02
-1.909320964E-02-1.854727536E-02-1.799817878E-02-1.744579006E-02-1.688997387E-02
-1.633058344E-02-1.576746574E-02-1.520046021E-02-1.462939578E-02-1.405409497E-02
-1.347436879E-02-1.289001922E-02-1.230083662E-02-1.170659807E-02-1.110706722E-02
-1.050198939E-02-9.891090940E-03-9.274071604E-03-8.650603080E-03-8.020328405E-03
-7.382883846E-03-6.737894609E-03-6.085015331E-03-5.424203028E-03-4.755873931E-03
-4.080605042E-03-3.398756049E-03-2.710772186E-03-2.017462589E-03-1.320028799E-03
-6.198678975E-04 8.164283958E-05 7.833823913E-04 1.485138152E-03 2.186948305E-03
 2.888819851E-03 3.590750779E-03 4.292740667E-03 4.994789338E-03 5.696896545E-03
 6.399062015E-03 7.101285462E-03 7.803566531E-03 8.505904794E-03 9.208299824E-03
 9.910751197E-03 1.061325849E-02 1.131582130E-02 1.201843921E-02 1.272111181E-02
 1.342383862E-02 1.412661905E-02 1.482945247E-02 1.553233830E-02 1.623527600E-02
 1.693826501E-02 1.764130479E-02 1.834439480E-02 1.904753450E-02 1.975072333E-02
 2.045396096E-02 2.115724846E-02 2.186057891E-02 5.338266358E-03 5.166636569E-03
